"user_id","event_dt","revenue","ad_network"
"1202a1af620ad9b4","2021-04-27 21:41:48","4.99","FB"
"1202a1af620ad9b4","2021-06-13 20:52:37","4.99","FB"
"f360550b475778fb","2021-02-01 13:52:09","4.99","FB"
"f360550b475778fb","2021-02-04 2:11:30","4.99","FB"
"f360550b475778fb","2021-02-05 23:17:26","4.99","FB"
"f360550b475778fb","2021-02-11 12:09:06","4.99","FB"
"f360550b475778fb","2021-02-21 21:05:37","4.99","FB"
"f360550b475778fb","2021-02-24 23:03:55","4.99","FB"
"f360550b475778fb","2021-04-30 16:45:40","4.99","FB"
"9c46d26b3f2374a6","2021-02-01 11:21:49","4.99","FB"
"9c46d26b3f2374a6","2021-02-03 8:54:59","4.99","FB"
"9c46d26b3f2374a6","2021-03-02 14:45:05","4.99","FB"
"9c46d26b3f2374a6","2021-03-04 2:52:27","4.99","FB"
"9c46d26b3f2374a6","2021-03-14 21:56:27","4.99","FB"
"9c46d26b3f2374a6","2021-04-12 16:18:12","4.99","FB"
"9c46d26b3f2374a6","2021-06-03 17:09:23","4.99","FB"
"2a96a793f7f233d8","2021-02-01 15:40:11","4.99","FB"
"2a96a793f7f233d8","2021-02-05 13:29:57","4.99","FB"
"2a96a793f7f233d8","2021-02-12 2:05:33","4.99","FB"
"2a96a793f7f233d8","2021-02-19 12:12:23","4.99","FB"
"2a96a793f7f233d8","2021-03-10 19:17:27","4.99","FB"
"2a96a793f7f233d8","2021-03-29 15:59:37","9.99","FB"
"2a96a793f7f233d8","2021-04-25 3:25:20","9.99","FB"
"2a96a793f7f233d8","2021-06-13 20:40:05","4.99","FB"
"4540cb84d8d13860","2021-02-02 8:23:47","4.99","FB"
"4540cb84d8d13860","2021-02-11 0:43:44","4.99","FB"
"4540cb84d8d13860","2021-02-25 18:24:48","4.99","FB"
"4540cb84d8d13860","2021-04-08 13:36:34","4.99","FB"
"4540cb84d8d13860","2021-04-19 5:44:56","4.99","FB"
"4540cb84d8d13860","2021-06-16 12:55:31","4.99","FB"
"14d63671b6cc5c7b","2021-02-02 22:14:14","4.99","FB"
"14d63671b6cc5c7b","2021-02-04 6:36:22","4.99","FB"
"14d63671b6cc5c7b","2021-02-07 9:17:24","4.99","FB"
"14d63671b6cc5c7b","2021-02-23 20:03:59","4.99","FB"
"14d63671b6cc5c7b","2021-02-25 13:56:58","4.99","FB"
"14d63671b6cc5c7b","2021-03-03 12:32:40","4.99","FB"
"14d63671b6cc5c7b","2021-03-22 4:11:43","4.99","FB"
"14d63671b6cc5c7b","2021-03-30 16:00:53","4.99","FB"
"14d63671b6cc5c7b","2021-04-13 16:14:15","4.99","FB"
"14d63671b6cc5c7b","2021-05-11 15:39:49","5.99","FB"
"33cdd28b791076bd","2021-02-02 12:49:22","4.99","FB"
"33cdd28b791076bd","2021-02-04 22:30:29","5.99","FB"
"33cdd28b791076bd","2021-02-05 22:28:28","4.99","FB"
"33cdd28b791076bd","2021-02-16 13:11:44","4.99","FB"
"33cdd28b791076bd","2021-02-25 11:51:49","4.99","FB"
"33cdd28b791076bd","2021-03-18 10:01:12","4.99","FB"
"33cdd28b791076bd","2021-04-06 4:17:32","4.99","FB"
"33cdd28b791076bd","2021-04-23 4:35:05","4.99","FB"
"33cdd28b791076bd","2021-06-17 6:46:14","4.99","FB"
"ccfd51a72271f5fc","2021-02-02 0:35:07","5.99","FB"
"ccfd51a72271f5fc","2021-02-12 4:58:46","4.99","FB"
"ccfd51a72271f5fc","2021-03-01 19:09:27","4.99","FB"
"ccfd51a72271f5fc","2021-04-09 20:52:30","4.99","FB"
"ccfd51a72271f5fc","2021-05-02 19:41:54","4.99","FB"
"ccfd51a72271f5fc","2021-05-08 5:34:06","4.99","FB"
"ccfd51a72271f5fc","2021-05-20 21:28:40","4.99","FB"
"ccfd51a72271f5fc","2021-05-22 20:31:27","4.99","FB"
"ccfd51a72271f5fc","2021-06-08 5:20:53","4.99","FB"
"a84bf4f844925f2b","2021-02-02 22:57:55","4.99","FB"
"a84bf4f844925f2b","2021-02-09 6:49:37","4.99","FB"
"a84bf4f844925f2b","2021-03-09 18:31:05","4.99","FB"
"a84bf4f844925f2b","2021-03-10 12:29:41","4.99","FB"
"a84bf4f844925f2b","2021-04-24 5:04:12","4.99","FB"
"a84bf4f844925f2b","2021-05-25 16:56:55","4.99","FB"
"55f472264023dd61","2021-02-02 8:15:41","4.99","FB"
"55f472264023dd61","2021-02-03 1:45:11","4.99","FB"
"55f472264023dd61","2021-02-05 0:02:55","4.99","FB"
"55f472264023dd61","2021-02-08 4:21:55","4.99","FB"
"55f472264023dd61","2021-02-16 18:16:39","4.99","FB"
"55f472264023dd61","2021-02-22 20:14:29","4.99","FB"
"55f472264023dd61","2021-03-10 9:46:45","4.99","FB"
"55f472264023dd61","2021-05-15 4:44:24","4.99","FB"
"55f472264023dd61","2021-05-16 10:55:13","4.99","FB"
"55f472264023dd61","2021-05-23 1:20:21","4.99","FB"
"55f472264023dd61","2021-05-30 11:41:27","4.99","FB"
"55f472264023dd61","2021-06-11 0:55:02","4.99","FB"
"f49c7a7c93b75728","2021-02-02 0:29:16","4.99","FB"
"f49c7a7c93b75728","2021-02-22 9:05:50","4.99","FB"
"f49c7a7c93b75728","2021-02-24 8:38:56","4.99","FB"
"f49c7a7c93b75728","2021-04-10 10:43:01","4.99","FB"
"f49c7a7c93b75728","2021-05-23 23:25:13","4.99","FB"
"6c107f8a8f08cf43","2021-02-02 2:53:00","4.99","FB"
"6c107f8a8f08cf43","2021-02-15 8:56:10","4.99","FB"
"6c107f8a8f08cf43","2021-02-24 4:03:27","4.99","FB"
"6c107f8a8f08cf43","2021-04-08 12:51:34","4.99","FB"
"6c107f8a8f08cf43","2021-05-02 6:06:28","4.99","FB"
"6c107f8a8f08cf43","2021-05-10 0:03:01","4.99","FB"
"6c107f8a8f08cf43","2021-06-09 14:48:04","4.99","FB"
"63d829c834d32c58","2021-02-02 13:42:43","4.99","FB"
"63d829c834d32c58","2021-02-06 7:30:17","4.99","FB"
"63d829c834d32c58","2021-02-07 15:40:22","4.99","FB"
"63d829c834d32c58","2021-02-09 1:42:24","4.99","FB"
"63d829c834d32c58","2021-02-20 1:28:37","4.99","FB"
"63d829c834d32c58","2021-02-21 13:19:44","4.99","FB"
"63d829c834d32c58","2021-03-05 5:36:43","4.99","FB"
"63d829c834d32c58","2021-03-09 1:43:57","49.99","FB"
"63d829c834d32c58","2021-03-11 18:23:21","4.99","FB"
"63d829c834d32c58","2021-03-30 13:41:05","4.99","FB"
"63d829c834d32c58","2021-04-10 6:51:01","4.99","FB"
"63d829c834d32c58","2021-04-17 6:34:52","4.99","FB"
"63d829c834d32c58","2021-05-05 0:21:10","4.99","FB"
"63d829c834d32c58","2021-05-06 5:41:57","4.99","FB"
"63d829c834d32c58","2021-05-09 7:01:21","4.99","FB"
"63d829c834d32c58","2021-05-29 15:24:06","4.99","FB"
"2f22971aa9515b76","2021-02-02 12:29:51","4.99","FB"
"2f22971aa9515b76","2021-02-03 4:25:17","9.99","FB"
"2f22971aa9515b76","2021-02-10 4:20:50","4.99","FB"
"2f22971aa9515b76","2021-02-24 20:38:06","4.99","FB"
"2f22971aa9515b76","2021-02-28 12:16:02","4.99","FB"
"2f22971aa9515b76","2021-04-07 21:40:47","4.99","FB"
"2f22971aa9515b76","2021-04-28 17:24:29","4.99","FB"
"2f22971aa9515b76","2021-05-01 22:58:23","4.99","FB"
"2f22971aa9515b76","2021-05-23 20:45:42","4.99","FB"
"b6d3a8632d4239b6","2021-02-02 18:36:08","4.99","FB"
"b6d3a8632d4239b6","2021-02-09 8:40:53","4.99","FB"
"b6d3a8632d4239b6","2021-02-13 4:26:27","4.99","FB"
"b6d3a8632d4239b6","2021-02-27 14:48:32","4.99","FB"
"b6d3a8632d4239b6","2021-03-11 22:45:06","4.99","FB"
"b6d3a8632d4239b6","2021-03-20 2:02:02","4.99","FB"
"b6d3a8632d4239b6","2021-03-27 17:39:31","4.99","FB"
"b6d3a8632d4239b6","2021-04-03 4:24:21","4.99","FB"
"b6d3a8632d4239b6","2021-05-15 8:42:45","4.99","FB"
"b6d3a8632d4239b6","2021-05-18 12:26:07","4.99","FB"
"b3245d4b5d79a7f7","2021-02-03 1:33:46","4.99","FB"
"b3245d4b5d79a7f7","2021-02-17 4:57:26","4.99","FB"
"b3245d4b5d79a7f7","2021-02-19 22:48:53","4.99","FB"
"b3245d4b5d79a7f7","2021-02-22 18:36:54","4.99","FB"
"b3245d4b5d79a7f7","2021-03-02 15:20:58","4.99","FB"
"b3245d4b5d79a7f7","2021-03-11 19:11:11","4.99","FB"
"b3245d4b5d79a7f7","2021-03-18 0:38:18","4.99","FB"
"b3245d4b5d79a7f7","2021-04-03 1:57:45","4.99","FB"
"b3245d4b5d79a7f7","2021-06-18 19:31:41","4.99","FB"
"069ddc2db41b739f","2021-02-03 7:31:37","4.99","FB"
"069ddc2db41b739f","2021-02-06 0:33:27","4.99","FB"
"069ddc2db41b739f","2021-02-14 15:50:03","4.99","FB"
"069ddc2db41b739f","2021-02-15 15:15:52","4.99","FB"
"069ddc2db41b739f","2021-02-18 16:48:44","4.99","FB"
"069ddc2db41b739f","2021-04-13 10:48:18","4.99","FB"
"069ddc2db41b739f","2021-04-21 5:56:48","4.99","FB"
"4b60891205cdb579","2021-02-03 13:36:59","4.99","FB"
"4b60891205cdb579","2021-02-05 0:42:46","4.99","FB"
"4b60891205cdb579","2021-03-30 11:49:41","4.99","FB"
"4b60891205cdb579","2021-05-24 4:24:05","4.99","FB"
"4b60891205cdb579","2021-06-05 9:14:51","4.99","FB"
"4b60891205cdb579","2021-06-10 0:07:11","4.99","FB"
"52fa771fdadf67ad","2021-02-03 14:45:34","4.99","FB"
"52fa771fdadf67ad","2021-02-12 2:01:59","4.99","FB"
"52fa771fdadf67ad","2021-03-14 16:42:35","4.99","FB"
"52fa771fdadf67ad","2021-03-29 7:14:09","4.99","FB"
"52fa771fdadf67ad","2021-04-04 0:06:44","4.99","FB"
"52fa771fdadf67ad","2021-05-23 19:55:57","4.99","FB"
"52fa771fdadf67ad","2021-06-07 11:26:33","4.99","FB"
"4435d08464979d50","2021-02-03 5:52:20","4.99","FB"
"4435d08464979d50","2021-02-04 8:48:12","4.99","FB"
"4435d08464979d50","2021-02-10 16:04:05","4.99","FB"
"4435d08464979d50","2021-02-11 4:32:35","4.99","FB"
"4435d08464979d50","2021-02-13 6:58:29","4.99","FB"
"4435d08464979d50","2021-02-26 6:18:13","4.99","FB"
"4435d08464979d50","2021-03-02 14:58:31","4.99","FB"
"4435d08464979d50","2021-03-11 23:20:52","4.99","FB"
"4435d08464979d50","2021-03-28 12:24:43","4.99","FB"
"4435d08464979d50","2021-04-20 23:22:28","4.99","FB"
"4435d08464979d50","2021-05-03 12:42:06","4.99","FB"
"4435d08464979d50","2021-05-05 8:12:28","4.99","FB"
"4435d08464979d50","2021-06-09 6:13:56","4.99","FB"
"f3a7ffa865b469c7","2021-02-03 12:55:17","4.99","FB"
"f3a7ffa865b469c7","2021-02-10 14:10:40","4.99","FB"
"f3a7ffa865b469c7","2021-02-13 4:41:15","4.99","FB"
"f3a7ffa865b469c7","2021-02-20 15:27:21","4.99","FB"
"f3a7ffa865b469c7","2021-02-24 13:39:47","4.99","FB"
"f3a7ffa865b469c7","2021-03-25 14:53:29","4.99","FB"
"f3a7ffa865b469c7","2021-05-17 11:28:45","4.99","FB"
"f3a7ffa865b469c7","2021-05-19 15:48:00","4.99","FB"
"f3a7ffa865b469c7","2021-05-24 11:09:31","4.99","FB"
"7afd201dc9da8972","2021-02-03 18:10:36","4.99","FB"
"7afd201dc9da8972","2021-02-06 21:38:31","4.99","FB"
"7afd201dc9da8972","2021-02-28 0:44:07","4.99","FB"
"7afd201dc9da8972","2021-03-12 23:36:12","4.99","FB"
"7afd201dc9da8972","2021-04-29 0:25:43","4.99","FB"
"f87036985cf845ff","2021-02-03 9:57:47","4.99","FB"
"f87036985cf845ff","2021-02-15 3:04:04","4.99","FB"
"f87036985cf845ff","2021-02-18 1:45:08","4.99","FB"
"f87036985cf845ff","2021-02-23 6:15:48","4.99","FB"
"f87036985cf845ff","2021-04-02 12:06:48","4.99","FB"
"f87036985cf845ff","2021-04-12 22:30:23","4.99","FB"
"f87036985cf845ff","2021-04-30 23:03:06","4.99","FB"
"f87036985cf845ff","2021-05-02 10:56:55","4.99","FB"
"f87036985cf845ff","2021-05-19 3:24:20","4.99","FB"
"77ab262d7bcf4aa7","2021-02-03 5:30:28","4.99","FB"
"77ab262d7bcf4aa7","2021-02-04 0:08:11","4.99","FB"
"77ab262d7bcf4aa7","2021-02-08 18:23:18","4.99","FB"
"77ab262d7bcf4aa7","2021-02-12 10:38:57","4.99","FB"
"77ab262d7bcf4aa7","2021-02-19 22:52:59","4.99","FB"
"77ab262d7bcf4aa7","2021-02-28 11:16:36","4.99","FB"
"77ab262d7bcf4aa7","2021-03-06 11:49:04","4.99","FB"
"77ab262d7bcf4aa7","2021-03-19 9:52:36","4.99","FB"
"77ab262d7bcf4aa7","2021-04-04 22:21:13","4.99","FB"
"77ab262d7bcf4aa7","2021-04-18 12:21:56","4.99","FB"
"77ab262d7bcf4aa7","2021-05-05 16:01:54","4.99","FB"
"77ab262d7bcf4aa7","2021-05-06 11:59:38","4.99","FB"
"77ab262d7bcf4aa7","2021-05-25 0:33:10","4.99","FB"
"9c11153a19728a76","2021-02-03 6:18:53","4.99","FB"
"9c11153a19728a76","2021-02-04 6:10:48","4.99","FB"
"9c11153a19728a76","2021-02-06 20:30:49","19.99","FB"
"9c11153a19728a76","2021-02-12 16:47:20","4.99","FB"
"9c11153a19728a76","2021-02-18 16:18:54","4.99","FB"
"9c11153a19728a76","2021-03-09 9:40:09","4.99","FB"
"9c11153a19728a76","2021-05-07 20:05:37","4.99","FB"
"9c11153a19728a76","2021-05-31 6:55:24","4.99","FB"
"9c11153a19728a76","2021-06-07 22:34:01","4.99","FB"
"9c11153a19728a76","2021-06-10 20:06:34","4.99","FB"
"3f38170bc58c3a82","2021-02-03 4:19:46","4.99","FB"
"3f38170bc58c3a82","2021-02-20 4:42:34","4.99","FB"
"3f38170bc58c3a82","2021-02-23 1:21:57","4.99","FB"
"3f38170bc58c3a82","2021-02-26 13:52:39","4.99","FB"
"3f38170bc58c3a82","2021-03-31 16:33:28","4.99","FB"
"3f38170bc58c3a82","2021-04-01 14:10:38","4.99","FB"
"3f38170bc58c3a82","2021-04-05 14:34:01","4.99","FB"
"3f38170bc58c3a82","2021-04-19 12:54:27","4.99","FB"
"3f38170bc58c3a82","2021-05-05 21:27:03","4.99","FB"
"3f38170bc58c3a82","2021-05-07 17:13:21","4.99","FB"
"8baf1b9b86687cf6","2021-02-03 9:58:17","4.99","FB"
"8baf1b9b86687cf6","2021-02-09 3:34:48","4.99","FB"
"8baf1b9b86687cf6","2021-02-10 10:32:59","4.99","FB"
"8baf1b9b86687cf6","2021-02-13 12:08:25","4.99","FB"
"8baf1b9b86687cf6","2021-02-15 2:45:24","4.99","FB"
"8baf1b9b86687cf6","2021-02-21 4:15:17","4.99","FB"
"8baf1b9b86687cf6","2021-02-27 7:21:23","4.99","FB"
"8baf1b9b86687cf6","2021-03-07 15:17:48","4.99","FB"
"8baf1b9b86687cf6","2021-05-10 19:00:35","4.99","FB"
"8baf1b9b86687cf6","2021-05-31 22:52:54","4.99","FB"
"8baf1b9b86687cf6","2021-06-12 12:00:01","4.99","FB"
"4da1f42d25aca1ab","2021-02-03 17:19:35","4.99","FB"
"4da1f42d25aca1ab","2021-03-01 4:45:18","4.99","FB"
"4da1f42d25aca1ab","2021-04-06 10:16:05","4.99","FB"
"4da1f42d25aca1ab","2021-04-08 5:19:09","4.99","FB"
"4da1f42d25aca1ab","2021-05-29 7:46:34","4.99","FB"
"4da1f42d25aca1ab","2021-05-31 7:20:59","4.99","FB"
"852b0b307bd7f242","2021-02-03 17:09:57","4.99","FB"
"852b0b307bd7f242","2021-02-10 7:23:51","4.99","FB"
"852b0b307bd7f242","2021-02-12 18:10:40","4.99","FB"
"852b0b307bd7f242","2021-03-02 23:45:47","4.99","FB"
"852b0b307bd7f242","2021-03-07 15:19:16","4.99","FB"
"852b0b307bd7f242","2021-03-14 7:43:24","4.99","FB"
"852b0b307bd7f242","2021-05-19 19:07:12","4.99","FB"
"7c4df0250c273bb2","2021-02-03 12:24:37","4.99","FB"
"7c4df0250c273bb2","2021-02-19 10:09:31","4.99","FB"
"7c4df0250c273bb2","2021-03-01 11:25:34","4.99","FB"
"7c4df0250c273bb2","2021-04-08 12:35:28","4.99","FB"
"7c4df0250c273bb2","2021-04-27 23:59:07","4.99","FB"
"7c4df0250c273bb2","2021-05-20 16:24:59","4.99","FB"
"7c4df0250c273bb2","2021-05-28 0:53:46","4.99","FB"
"7c4df0250c273bb2","2021-06-11 10:37:01","4.99","FB"
"7c4df0250c273bb2","2021-06-18 8:29:17","4.99","FB"
"b28f0242d657bdaf","2021-02-03 6:05:04","4.99","FB"
"b28f0242d657bdaf","2021-02-04 18:47:22","4.99","FB"
"b28f0242d657bdaf","2021-03-08 20:40:37","4.99","FB"
"b28f0242d657bdaf","2021-06-13 12:22:31","4.99","FB"
"cd71755b0cad9252","2021-02-04 20:17:35","4.99","FB"
"cd71755b0cad9252","2021-02-07 5:00:03","4.99","FB"
"cd71755b0cad9252","2021-02-11 15:35:13","4.99","FB"
"cd71755b0cad9252","2021-03-17 4:13:12","4.99","FB"
"cd71755b0cad9252","2021-04-25 6:25:34","4.99","FB"
"cd71755b0cad9252","2021-05-14 14:54:09","4.99","FB"
"d94668a3fd957197","2021-02-04 21:20:21","4.99","FB"
"d94668a3fd957197","2021-02-05 1:50:54","4.99","FB"
"d94668a3fd957197","2021-04-07 4:58:46","4.99","FB"
"d94668a3fd957197","2021-04-13 19:10:53","4.99","FB"
"d94668a3fd957197","2021-06-08 5:45:26","4.99","FB"
"22a94d0b705b887f","2021-02-04 16:03:43","4.99","FB"
"22a94d0b705b887f","2021-02-06 20:20:52","4.99","FB"
"22a94d0b705b887f","2021-02-09 21:22:30","4.99","FB"
"22a94d0b705b887f","2021-02-14 5:23:44","4.99","FB"
"22a94d0b705b887f","2021-03-03 15:27:04","4.99","FB"
"22a94d0b705b887f","2021-03-05 11:47:06","4.99","FB"
"22a94d0b705b887f","2021-03-13 3:40:11","4.99","FB"
"22a94d0b705b887f","2021-04-22 9:10:36","4.99","FB"
"22a94d0b705b887f","2021-04-28 0:40:21","4.99","FB"
"22a94d0b705b887f","2021-05-23 20:40:06","4.99","FB"
"d3a06c3fa728c3cb","2021-02-04 14:49:56","4.99","FB"
"d3a06c3fa728c3cb","2021-02-05 19:22:05","4.99","FB"
"d3a06c3fa728c3cb","2021-02-07 19:47:18","4.99","FB"
"d3a06c3fa728c3cb","2021-02-12 18:09:52","4.99","FB"
"d3a06c3fa728c3cb","2021-02-26 15:30:30","4.99","FB"
"d3a06c3fa728c3cb","2021-02-28 20:13:40","4.99","FB"
"d3a06c3fa728c3cb","2021-03-13 18:09:25","4.99","FB"
"d3a06c3fa728c3cb","2021-03-31 22:54:39","4.99","FB"
"d3a06c3fa728c3cb","2021-04-29 14:19:23","19.99","FB"
"d3a06c3fa728c3cb","2021-05-11 17:44:33","4.99","FB"
"d3a06c3fa728c3cb","2021-05-19 18:05:38","4.99","FB"
"270fc7f515b8cc48","2021-02-04 20:55:24","4.99","FB"
"270fc7f515b8cc48","2021-02-15 23:04:22","4.99","FB"
"270fc7f515b8cc48","2021-02-23 15:06:28","4.99","FB"
"270fc7f515b8cc48","2021-03-14 6:56:01","4.99","FB"
"270fc7f515b8cc48","2021-03-25 20:47:48","4.99","FB"
"270fc7f515b8cc48","2021-04-24 0:04:19","4.99","FB"
"270fc7f515b8cc48","2021-06-11 2:08:22","4.99","FB"
"5bb42055403096a9","2021-02-04 19:32:59","4.99","FB"
"5bb42055403096a9","2021-02-05 17:46:32","4.99","FB"
"5bb42055403096a9","2021-02-06 4:59:20","4.99","FB"
"5bb42055403096a9","2021-02-17 0:15:52","4.99","FB"
"5bb42055403096a9","2021-04-17 17:01:57","4.99","FB"
"5bb42055403096a9","2021-05-17 21:12:46","4.99","FB"
"13f031a060fa94d1","2021-02-04 18:31:45","4.99","FB"
"13f031a060fa94d1","2021-02-10 6:02:43","4.99","FB"
"13f031a060fa94d1","2021-02-12 20:12:18","4.99","FB"
"13f031a060fa94d1","2021-03-02 0:08:30","4.99","FB"
"13f031a060fa94d1","2021-03-12 16:47:53","4.99","FB"
"13f031a060fa94d1","2021-03-27 3:45:21","4.99","FB"
"13f031a060fa94d1","2021-04-07 11:41:27","4.99","FB"
"a82dc69f4a370755","2021-02-04 17:07:03","4.99","FB"
"a82dc69f4a370755","2021-02-25 17:43:36","4.99","FB"
"a82dc69f4a370755","2021-03-03 3:27:27","4.99","FB"
"a82dc69f4a370755","2021-05-19 10:53:58","4.99","FB"
"a82dc69f4a370755","2021-06-07 4:11:51","4.99","FB"
"942402ff498f822b","2021-02-04 9:43:13","4.99","FB"
"942402ff498f822b","2021-03-13 8:46:01","4.99","FB"
"942402ff498f822b","2021-03-25 0:08:36","4.99","FB"
"942402ff498f822b","2021-04-20 7:03:02","4.99","FB"
"942402ff498f822b","2021-05-14 7:38:03","4.99","FB"
"942402ff498f822b","2021-06-01 3:07:27","4.99","FB"
"942402ff498f822b","2021-06-06 10:35:02","4.99","FB"
"942402ff498f822b","2021-06-10 21:59:44","4.99","FB"
"521c81d64d8590d4","2021-02-04 4:59:25","4.99","FB"
"521c81d64d8590d4","2021-02-07 6:54:12","4.99","FB"
"521c81d64d8590d4","2021-02-10 16:08:14","4.99","FB"
"521c81d64d8590d4","2021-02-20 18:23:59","4.99","FB"
"521c81d64d8590d4","2021-03-03 12:33:42","4.99","FB"
"521c81d64d8590d4","2021-03-20 22:58:49","4.99","FB"
"521c81d64d8590d4","2021-04-04 21:56:57","4.99","FB"
"4821f8ad1cacd1c0","2021-02-04 10:58:35","4.99","FB"
"4821f8ad1cacd1c0","2021-02-10 10:11:55","4.99","FB"
"4821f8ad1cacd1c0","2021-03-16 23:08:16","4.99","FB"
"4821f8ad1cacd1c0","2021-04-12 17:55:07","4.99","FB"
"4821f8ad1cacd1c0","2021-04-20 18:05:07","5.99","FB"
"b34912568c363a19","2021-02-04 20:04:44","9.99","FB"
"b34912568c363a19","2021-02-12 2:49:28","4.99","FB"
"b34912568c363a19","2021-02-13 5:47:15","4.99","FB"
"b34912568c363a19","2021-02-16 19:57:17","4.99","FB"
"b34912568c363a19","2021-03-03 7:28:19","4.99","FB"
"b34912568c363a19","2021-04-07 2:56:30","4.99","FB"
"b34912568c363a19","2021-04-12 17:42:42","4.99","FB"
"b34912568c363a19","2021-05-16 21:04:16","4.99","FB"
"b34912568c363a19","2021-06-01 20:33:58","4.99","FB"
"b34912568c363a19","2021-06-16 6:21:49","4.99","FB"
"b34912568c363a19","2021-06-18 11:07:25","4.99","FB"
"38112df8453b7b36","2021-02-04 18:12:52","4.99","FB"
"38112df8453b7b36","2021-02-17 11:57:47","4.99","FB"
"38112df8453b7b36","2021-03-09 19:33:58","4.99","FB"
"38112df8453b7b36","2021-03-28 3:41:26","4.99","FB"
"38112df8453b7b36","2021-04-05 9:51:25","4.99","FB"
"38112df8453b7b36","2021-05-24 12:25:25","5.99","FB"
"c9af629f013d39f9","2021-02-04 18:04:47","4.99","FB"
"c9af629f013d39f9","2021-02-08 14:11:38","4.99","FB"
"c9af629f013d39f9","2021-02-10 6:57:06","4.99","FB"
"c9af629f013d39f9","2021-03-04 3:19:35","4.99","FB"
"c9af629f013d39f9","2021-03-11 6:40:33","4.99","FB"
"c9af629f013d39f9","2021-05-16 11:50:30","4.99","FB"
"f7582a949001a911","2021-02-04 2:34:01","4.99","FB"
"f7582a949001a911","2021-02-07 8:27:02","4.99","FB"
"f7582a949001a911","2021-02-27 15:59:33","4.99","FB"
"f7582a949001a911","2021-03-05 3:33:38","4.99","FB"
"f7582a949001a911","2021-03-08 9:58:08","4.99","FB"
"f7582a949001a911","2021-03-19 7:45:50","4.99","FB"
"f7582a949001a911","2021-04-09 7:05:22","4.99","FB"
"f7582a949001a911","2021-05-06 17:36:58","4.99","FB"
"1a29408f131d1021","2021-02-05 15:25:41","4.99","FB"
"1a29408f131d1021","2021-02-15 1:19:44","4.99","FB"
"1a29408f131d1021","2021-02-19 13:35:47","4.99","FB"
