user_id,event_name,event_dt,duration_sec
--_-45b2aa11,tutorial_completed,2020-04-26 14:59:48,1407
--_7a991fb_1,tutorial_completed,2020-05-23 04:11:54,2427
--_863a-dba7,tutorial_completed,2020-06-18 11:19:34,2270
--_899db7c_b,tutorial_completed,2020-06-13 00:13:21,5743
--a86135b6d0,tutorial_completed,2020-04-09 05:41:30,1801
--b3f__0bd6-,tutorial_completed,2020-05-12 06:33:05,733
--b65bca0f1f,tutorial_completed,2020-06-11 14:10:44,868
--b85ff6-874,tutorial_completed,2020-04-12 19:08:11,712
--c11c3c4515,tutorial_completed,2020-05-21 18:19:23,3343
--c2_608-00c,tutorial_completed,2020-06-29 15:00:04,1664
--c3dd9a0__3,tutorial_completed,2020-04-13 14:17:27,3225
--c5f5d9a717,tutorial_completed,2020-04-20 13:25:16,2703
--c6852_25b6,tutorial_completed,2020-05-08 05:20:47,1086
--d1da0ca08b,tutorial_completed,2020-04-06 18:25:36,1121
--d241a34f7f,tutorial_completed,2020-06-16 21:26:18,1495
--d90d205bab,tutorial_completed,2020-05-26 15:00:51,2385
--d97a7d08_7,tutorial_completed,2020-04-30 19:33:30,3493
--d9c7c0-799,tutorial_completed,2020-05-18 22:27:39,3818
--d_5a4974fb,tutorial_completed,2020-04-14 20:32:27,814
--dc7d59--da,tutorial_completed,2020-05-30 18:22:28,2896
--dd9bf4588_,tutorial_completed,2020-06-29 09:04:24,3194
--f-0ba944f6,tutorial_completed,2020-06-15 11:27:03,2290
--f141586dcd,tutorial_completed,2020-05-10 03:40:54,2364
--f2-9d_4db-,tutorial_completed,2020-05-12 18:00:01,4144
--f2527c25af,tutorial_completed,2020-05-29 12:06:34,2354
--f6114653f1,tutorial_completed,2020-05-07 17:05:35,3574
-0-_645_6fa9,tutorial_completed,2020-05-27 22:28:26,4745
-0-c9c72bf31,tutorial_completed,2020-04-28 15:16:54,1361
-0-ca1d4393f,tutorial_completed,2020-05-09 18:36:36,4260
-0054b7-44-5,tutorial_completed,2020-04-25 05:28:01,5927
-0057-_63964,tutorial_completed,2020-05-05 17:40:12,3434
-00570c12a02,tutorial_completed,2020-04-27 19:23:02,5643
-005b4f-_-15,tutorial_completed,2020-05-30 20:49:02,1741
-00_c93c97-d,tutorial_completed,2020-05-31 00:33:22,805
-00_d5-b0838,tutorial_completed,2020-06-21 17:29:24,2575
-00a2484-6--,tutorial_completed,2020-06-04 00:31:26,1748
-015-205cc6_,tutorial_completed,2020-06-06 17:21:32,2720
-016f75_fc0-,tutorial_completed,2020-05-30 04:02:15,5487
-01_2-58b3a-,tutorial_completed,2020-05-20 12:50:26,1880
-01abf223_6-,tutorial_completed,2020-06-26 05:51:41,4974
-01f-c5fdcf9,tutorial_completed,2020-06-28 09:59:28,3457
-020ba_03b4f,tutorial_completed,2020-04-01 08:32:43,6556
-022f4681071,tutorial_completed,2020-05-27 07:28:39,2302
-0246ad021b4,tutorial_completed,2020-06-08 05:40:41,1057
-0250d1827a0,tutorial_completed,2020-05-07 02:07:25,864
-02dd24106a2,tutorial_completed,2020-06-22 22:16:02,3115
-038f3d_ba86,tutorial_completed,2020-04-09 22:17:23,2550
-04-32b8-473,tutorial_completed,2020-05-18 07:24:22,2561
-040b9-49905,tutorial_completed,2020-04-11 01:25:56,2915
-04_b207a-c5,tutorial_completed,2020-06-24 04:44:31,2829
-05-f-0a5b0f,tutorial_completed,2020-05-25 13:39:08,1597
-0535f7f3543,tutorial_completed,2020-04-26 16:59:03,2384
-0547b74d510,tutorial_completed,2020-06-20 15:49:23,543
-055c2284a5a,tutorial_completed,2020-04-23 18:40:26,3865
-05b-430bda3,tutorial_completed,2020-06-21 13:17:38,3811
-06-19c5bc6d,tutorial_completed,2020-05-11 21:35:16,2992
-060-07d239b,tutorial_completed,2020-04-24 10:59:01,2101
-06455_7a__3,tutorial_completed,2020-05-06 09:55:41,1091
-06_---09_5_,tutorial_completed,2020-06-21 08:58:10,609
-06d5837211a,tutorial_completed,2020-04-05 06:28:30,3904
-07-bab5b-f4,tutorial_completed,2020-04-28 13:00:15,4189
-0790195d-5d,tutorial_completed,2020-04-01 05:53:36,2737
-07_2f3cc722,tutorial_completed,2020-04-04 05:51:25,2425
-07c7da56aab,tutorial_completed,2020-06-14 13:48:06,1615
-088bcc62575,tutorial_completed,2020-06-18 22:38:13,193
-08c_76a19cc,tutorial_completed,2020-04-05 13:53:25,4671
-0911730b530,tutorial_completed,2020-06-29 18:10:29,3890
-0925dfa81-2,tutorial_completed,2020-06-17 17:13:24,1622
-093bc15f38_,tutorial_completed,2020-05-02 23:27:45,5132
-09478418d89,tutorial_completed,2020-04-13 01:08:28,1280
-09617b-af_d,tutorial_completed,2020-05-06 09:27:02,4244
-0967799494a,tutorial_completed,2020-04-29 19:41:19,2462
-09_3fa0975a,tutorial_completed,2020-05-07 08:12:43,1054
-09f201fa0fc,tutorial_completed,2020-05-31 05:20:04,2067
-0_1-_dd5-af,tutorial_completed,2020-06-20 21:41:40,1248
-0_15b-85-2d,tutorial_completed,2020-04-05 02:17:01,4644
-0_169_149ba,tutorial_completed,2020-04-07 01:03:10,2251
-0_2b2d0dfcd,tutorial_completed,2020-04-26 09:04:18,2179
-0_2c38fdcdd,tutorial_completed,2020-06-15 12:29:48,3387
-0_69a2fa2d0,tutorial_completed,2020-04-22 05:47:51,1466
-0_771980348,tutorial_completed,2020-05-30 23:20:07,742
-0_bf3bc9225,tutorial_completed,2020-05-05 19:53:14,2549
-0a21bd4a641,tutorial_completed,2020-04-08 11:50:43,2468
-0a25b_6c0c8,tutorial_completed,2020-06-26 06:09:30,4262
-0b07b468240,tutorial_completed,2020-04-30 03:49:54,2662
-0b1207ab35d,tutorial_completed,2020-06-28 00:40:33,1232
-0b9-544fa73,tutorial_completed,2020-04-12 07:50:11,2739
-0ba-5a325a3,tutorial_completed,2020-04-28 21:42:42,3016
-0ba2674ba08,tutorial_completed,2020-04-15 03:21:03,4108
-0bb50f5_f22,tutorial_completed,2020-04-06 23:24:09,2196
-0bf14f35b0_,tutorial_completed,2020-04-06 06:38:07,5279
-0bf6908b064,tutorial_completed,2020-05-22 00:36:56,2295
-0bffd036f4a,tutorial_completed,2020-05-22 20:50:13,2005
-0c30-cb82d9,tutorial_completed,2020-05-12 03:54:36,6765
-0c6a3ccc321,tutorial_completed,2020-06-26 15:27:32,2044
-0d4b6_d4a94,tutorial_completed,2020-05-02 15:38:08,5099
-0d6b05-9477,tutorial_completed,2020-05-16 04:44:26,1852
-0d_-1_c3f7f,tutorial_completed,2020-04-25 15:38:27,894
-0f-8f12529_,tutorial_completed,2020-06-30 16:07:42,2779
-0f0c41f60c1,tutorial_completed,2020-06-05 23:00:39,1885
-0f1-8c7__08,tutorial_completed,2020-06-26 02:03:32,2786
-0f7a346cd75,tutorial_completed,2020-05-13 21:21:52,800
-0fb6574c23a,tutorial_completed,2020-04-23 23:06:49,626
-1-154-a31b0,tutorial_completed,2020-05-21 05:24:39,3436
-1-29__0_ac6,tutorial_completed,2020-05-15 19:31:10,2955
-1-321391a0b,tutorial_completed,2020-05-24 15:52:15,2067
-1-4c92_5b0-,tutorial_completed,2020-05-17 01:26:04,3997
-1-57cfbc8b7,tutorial_completed,2020-06-22 17:01:52,1248
-1-6bd50ab60,tutorial_completed,2020-05-13 22:10:27,699
-1-d2-365ba9,tutorial_completed,2020-05-29 07:00:36,4681
-10_7--bc_f6,tutorial_completed,2020-04-20 18:29:00,1854
-10f_0949c61,tutorial_completed,2020-06-29 04:14:34,3765
-112216475-1,tutorial_completed,2020-04-10 19:56:43,2207
-11a-062612f,tutorial_completed,2020-04-18 19:15:36,2886
-120f_5-a6-8,tutorial_completed,2020-06-26 12:31:50,2684
-123cf4f3bc7,tutorial_completed,2020-05-24 07:29:58,5187
-126c_bdd1-6,tutorial_completed,2020-06-15 10:31:51,1816
-12a_f3-973-,tutorial_completed,2020-04-06 05:53:29,1811
-12b10aa9dd9,tutorial_completed,2020-05-06 22:46:22,2981
-12b79b897a3,tutorial_completed,2020-04-09 14:24:23,1512
-12bcb5564d3,tutorial_completed,2020-05-20 04:39:28,880
-132696c8-a5,tutorial_completed,2020-05-25 00:29:13,3006
-13c5538d83-,tutorial_completed,2020-05-20 08:52:30,1848
-14249c1b458,tutorial_completed,2020-04-03 08:12:46,2929
-1446f2849f4,tutorial_completed,2020-04-27 05:27:46,5888
-146184136_d,tutorial_completed,2020-05-29 04:26:54,1809
-14_-d7f6_f8,tutorial_completed,2020-06-01 08:28:37,1912
-14b_0a713cd,tutorial_completed,2020-05-08 17:20:27,3920
-14c3534f937,tutorial_completed,2020-04-15 09:27:04,8581
-152afc2b288,tutorial_completed,2020-05-01 22:47:10,3010
-15db0ff76-a,tutorial_completed,2020-05-13 23:09:03,1820
-163724a_b2a,tutorial_completed,2020-04-27 20:11:15,2026
-16c94241055,tutorial_completed,2020-06-01 18:26:48,3837
-16d1_3d-821,tutorial_completed,2020-04-15 20:56:04,924
-17-2_0d_747,tutorial_completed,2020-06-11 21:10:05,1858
-17783a69ac4,tutorial_completed,2020-04-05 00:04:58,1834
-17_1_dd0129,tutorial_completed,2020-05-23 03:49:04,1942
-17dc77bcc0f,tutorial_completed,2020-05-19 05:25:48,3953
-17fb1908-14,tutorial_completed,2020-05-01 09:05:22,1296
-18-1d1d3971,tutorial_completed,2020-04-20 08:52:59,4079
-18_f8867-c-,tutorial_completed,2020-06-02 16:17:04,3612
-18b0ba9_-81,tutorial_completed,2020-04-19 15:47:17,1036
-18cf4a-b9c3,tutorial_completed,2020-06-03 02:28:41,997
-18d9_c6b166,tutorial_completed,2020-04-29 19:37:53,3272
-1921a_bfc45,tutorial_completed,2020-04-13 10:14:03,3762
-19621-a179b,tutorial_completed,2020-05-13 16:03:00,2351
-196a54bf-07,tutorial_completed,2020-04-06 01:39:45,1809
-199bcc-6d74,tutorial_completed,2020-06-22 06:54:43,1581
-19bdc3f1a56,tutorial_completed,2020-04-24 13:36:18,1074
-19c7a792fd2,tutorial_completed,2020-05-25 20:23:39,971
-1_3-6894883,tutorial_completed,2020-04-15 09:52:42,1557
-1_a_baf1_06,tutorial_completed,2020-05-08 05:48:58,1390
-1a64c1cd2c9,tutorial_completed,2020-06-15 14:24:47,993
-1a720794232,tutorial_completed,2020-05-13 15:02:59,2591
-1a9ba091b29,tutorial_completed,2020-06-30 04:12:28,1732
-1aa76511f86,tutorial_completed,2020-04-09 14:01:01,2303
-1ac3338-543,tutorial_completed,2020-05-11 16:56:58,6823
-1acbf624596,tutorial_completed,2020-05-20 17:39:09,2633
-1b98151db60,tutorial_completed,2020-05-20 20:12:28,3341
-1c-a62fc_-7,tutorial_completed,2020-04-02 16:55:22,1891
-1c29b_10ad-,tutorial_completed,2020-04-24 20:55:45,5623
-1ccf3_c3cd9,tutorial_completed,2020-04-12 05:38:09,3357
-1cd7_472305,tutorial_completed,2020-05-24 19:50:32,1498
-1d-8737f654,tutorial_completed,2020-05-06 23:45:24,2182
-1d24-966f79,tutorial_completed,2020-05-31 23:48:54,1197
-1d8cb-24fb8,tutorial_completed,2020-04-04 16:26:39,1492
-1da9a2b2119,tutorial_completed,2020-04-07 17:43:22,1369
-1df5a--7cad,tutorial_completed,2020-04-05 07:18:28,2789
-1f1c-a27cbf,tutorial_completed,2020-04-11 11:11:43,2176
-1f5d7c34-fb,tutorial_completed,2020-04-28 15:32:09,2747
-1f810aff7ab,tutorial_completed,2020-04-18 10:07:28,3682
-1f9c83_83d7,tutorial_completed,2020-05-25 19:37:53,2771
-1fa35c9_c57,tutorial_completed,2020-06-18 18:06:06,1185
-1fc336f1b49,tutorial_completed,2020-06-23 10:04:34,6396
-2-1aa089f_3,tutorial_completed,2020-05-27 04:54:42,3319
-2-4f6576974,tutorial_completed,2020-05-06 20:29:25,3419
-2-570445d64,tutorial_completed,2020-06-22 17:58:14,1900
-2-6a08d-2a4,tutorial_completed,2020-05-02 05:15:22,3725
-2-d00d-1672,tutorial_completed,2020-04-25 05:47:11,2544
-2-d6ac7f1cc,tutorial_completed,2020-06-07 23:40:21,3936
-203561356_d,tutorial_completed,2020-05-14 11:04:18,1341
-203_d10f325,tutorial_completed,2020-06-21 22:49:36,1032
-20579_c8-ba,tutorial_completed,2020-06-26 15:57:26,2421
-205c_3d30_b,tutorial_completed,2020-05-13 09:32:32,1667
-205ccd6-928,tutorial_completed,2020-06-11 12:56:53,1366
-2080_08636-,tutorial_completed,2020-05-10 12:39:42,1416
-21028802b9c,tutorial_completed,2020-05-04 10:49:49,2739
-21192d4909d,tutorial_completed,2020-04-01 20:52:41,4798
-211_6745041,tutorial_completed,2020-05-24 08:59:07,4855
-2124d_80-a1,tutorial_completed,2020-04-14 20:45:32,3585
-213352ab6b0,tutorial_completed,2020-04-07 20:05:16,1920
-21_1c46f3f4,tutorial_completed,2020-04-16 22:08:26,2628
-21d2__510f9,tutorial_completed,2020-05-06 12:14:02,5472
-21dc9670fa2,tutorial_completed,2020-06-29 03:31:38,1466
-22071ff246f,tutorial_completed,2020-06-27 15:41:18,2924
-228c0-c814a,tutorial_completed,2020-06-08 08:54:41,2769
-229_0c-4-64,tutorial_completed,2020-06-01 00:35:43,4717
-22d97f-__f7,tutorial_completed,2020-06-12 21:49:31,2546
-236-3fdcf45,tutorial_completed,2020-05-23 07:11:19,1941
-2367420c42a,tutorial_completed,2020-05-15 21:31:46,8618
-236_613b14_,tutorial_completed,2020-05-02 01:21:47,1552
-239dd7d26-f,tutorial_completed,2020-05-29 00:14:30,4027
-23c-a71b082,tutorial_completed,2020-05-22 19:16:49,3122
-243321a_998,tutorial_completed,2020-05-29 01:14:08,3169
-248164b425a,tutorial_completed,2020-05-19 16:42:36,1751
-24_756-bb_-,tutorial_completed,2020-05-14 23:19:14,4305
-24a73fc696f,tutorial_completed,2020-04-06 00:01:17,2436
-24c8-69b398,tutorial_completed,2020-05-22 17:05:20,2436
-24d_0bf328c,tutorial_completed,2020-05-30 18:42:40,3412
-25-a9773b11,tutorial_completed,2020-04-22 03:51:38,2786
-251-92ab_20,tutorial_completed,2020-05-05 03:27:00,3025
-25691c57626,tutorial_completed,2020-04-19 13:19:15,3378
-25f4d_26d50,tutorial_completed,2020-05-07 21:15:33,939
-262bca8032d,tutorial_completed,2020-04-07 18:00:35,2754
-265d40f4158,tutorial_completed,2020-06-16 11:44:47,887
-269a3c603a9,tutorial_completed,2020-04-12 17:19:26,2085
-26_3f66c8_-,tutorial_completed,2020-05-07 09:29:02,1143
-26ab8afa926,tutorial_completed,2020-05-13 21:52:05,146
-26dc741b_34,tutorial_completed,2020-05-08 20:22:27,2673
-271f-5ca937,tutorial_completed,2020-04-14 02:37:52,2085
-276_bdf5fdd,tutorial_completed,2020-04-18 05:52:46,447
-279_2240668,tutorial_completed,2020-04-16 09:55:46,2227
-27df-48f704,tutorial_completed,2020-05-29 00:39:40,2083
-28-f6454830,tutorial_completed,2020-05-19 20:23:16,3142
-28c_4716325,tutorial_completed,2020-04-30 23:02:58,2281
-293b9_d5dca,tutorial_completed,2020-06-25 13:16:09,2980
-29788f9-c3-,tutorial_completed,2020-06-30 21:01:16,1280
-29a_7f6c43c,tutorial_completed,2020-05-20 21:20:02,3153
-2_4df8_c-8-,tutorial_completed,2020-05-01 10:42:30,1534
-2_7a69047a3,tutorial_completed,2020-05-17 18:58:52,2599
-2_9cf---78c,tutorial_completed,2020-04-03 07:14:27,3290
-2_b37_f111d,tutorial_completed,2020-05-10 00:56:56,850
-2af49dd5183,tutorial_completed,2020-05-03 09:48:13,479
-2b012_7a28a,tutorial_completed,2020-05-13 12:51:00,770
-2b4f3bb304-,tutorial_completed,2020-05-10 04:12:44,2821
-2b_5c_a9231,tutorial_completed,2020-04-02 13:16:43,1337
-2bd97ac4306,tutorial_completed,2020-05-05 21:21:48,2041
-2c293d8319f,tutorial_completed,2020-06-08 05:41:45,3378
-2c7aa85f6-9,tutorial_completed,2020-04-28 17:40:31,876
-2c_c5-b5d5b,tutorial_completed,2020-05-15 17:30:40,3748
-2ca7ac33730,tutorial_completed,2020-05-04 16:17:41,2198
-2cd11d6607c,tutorial_completed,2020-05-31 21:31:41,1967
-2cf8bdf8945,tutorial_completed,2020-05-07 16:36:47,4010
-2f64-9cb9_f,tutorial_completed,2020-05-18 22:28:51,386
-2f6c8360c-7,tutorial_completed,2020-05-13 18:09:19,2645
-2f99d5c7015,tutorial_completed,2020-05-15 12:14:12,2618
-2fa473592b_,tutorial_completed,2020-04-26 19:38:45,1195
-3-2a21b1639,tutorial_completed,2020-06-10 20:59:04,3461
-3-470c7ffc6,tutorial_completed,2020-06-20 10:10:05,1366
-3-8c49-958f,tutorial_completed,2020-05-02 17:54:45,2868
-3-c20322f31,tutorial_completed,2020-06-29 17:01:58,1017
-300dfab08fd,tutorial_completed,2020-05-29 11:21:03,2928
-30aaf-dc32f,tutorial_completed,2020-05-05 04:10:40,2432
-30d7-393-_7,tutorial_completed,2020-04-24 12:20:51,1458
-30f8557d6_a,tutorial_completed,2020-06-21 01:39:59,3071
-31aac_28-cb,tutorial_completed,2020-04-14 12:26:24,3125
-3271886a12f,tutorial_completed,2020-06-13 10:27:57,1976
-32ac5-4d1ad,tutorial_completed,2020-06-25 03:50:54,2802
-336b73508f2,tutorial_completed,2020-04-16 14:17:35,1412
-337508d_0-a,tutorial_completed,2020-04-15 22:57:56,6836
-346491970_9,tutorial_completed,2020-05-29 08:43:25,3631
-346633b108c,tutorial_completed,2020-05-05 15:39:11,1022
-3498631a846,tutorial_completed,2020-05-12 20:22:22,1117
-3499a08b-b_,tutorial_completed,2020-06-27 22:01:03,982
-34_c938d60c,tutorial_completed,2020-05-23 12:42:52,3797
-34b72561514,tutorial_completed,2020-04-19 23:42:08,3391
-3570a13336b,tutorial_completed,2020-06-20 22:26:49,1506
-35b4cd81_--,tutorial_completed,2020-04-08 19:23:25,2931
-35f2__f03d-,tutorial_completed,2020-04-18 02:58:01,2073
-3634-756ac0,tutorial_completed,2020-06-08 22:12:12,2312
-36780b8a4a-,tutorial_completed,2020-05-10 14:57:23,3349
-3680986_8b9,tutorial_completed,2020-06-25 17:34:32,685
-368bc5d1451,tutorial_completed,2020-04-11 20:32:39,3259
-36a16-c5b3-,tutorial_completed,2020-05-05 06:33:04,2886
-36a9a3-2b03,tutorial_completed,2020-05-06 01:07:51,744
-379c-b748f4,tutorial_completed,2020-06-30 18:17:45,1646
-383b99a1d72,tutorial_completed,2020-06-01 02:50:42,2148
-3887-706-a8,tutorial_completed,2020-05-23 16:09:32,4045
-389cf6_-ac4,tutorial_completed,2020-05-22 16:52:21,1220
-38b752ac4da,tutorial_completed,2020-05-12 14:52:49,2364
-38c8a42a-41,tutorial_completed,2020-04-26 21:02:32,2111
-38cf28d_ab5,tutorial_completed,2020-06-01 18:02:35,3604
-391837d3_90,tutorial_completed,2020-05-10 02:35:07,1049
-397b71684b-,tutorial_completed,2020-04-25 03:19:09,6527
-39a4-468a94,tutorial_completed,2020-05-17 09:29:24,1948
-39c7adb_cf-,tutorial_completed,2020-06-16 04:25:41,1105
-39ca069478d,tutorial_completed,2020-05-30 02:52:37,4614
-39dcc2_ac5_,tutorial_completed,2020-04-16 05:36:12,6675
-3_0ffd0-304,tutorial_completed,2020-04-16 03:24:45,2552
-3_1f318420d,tutorial_completed,2020-06-21 08:33:11,505
-3_3_4_35fd8,tutorial_completed,2020-06-04 01:56:53,3210
-3_5a-9_c889,tutorial_completed,2020-05-25 04:09:24,1966
-3_9-9793-_8,tutorial_completed,2020-04-10 12:53:34,2451
-3_b_66243__,tutorial_completed,2020-04-25 12:04:18,2414
-3_c6c7c1b94,tutorial_completed,2020-05-02 21:33:38,1478
-3a342d1592f,tutorial_completed,2020-04-20 05:03:06,3678
-3b298_896d2,tutorial_completed,2020-06-14 05:00:08,1437
-3b48-0d-a62,tutorial_completed,2020-05-08 19:09:29,2379
-3b4b38b847b,tutorial_completed,2020-04-25 04:45:15,4094
-3b_d4420f5a,tutorial_completed,2020-06-27 12:49:01,3753
-3bad-_a51b-,tutorial_completed,2020-05-12 02:18:49,3799
-3bb6d49b61f,tutorial_completed,2020-04-02 04:39:18,808
-3bdc844-95_,tutorial_completed,2020-05-11 12:05:07,3963
-3c8c055565b,tutorial_completed,2020-05-11 18:02:13,3480
-3c_c54-0669,tutorial_completed,2020-04-15 13:17:16,1674
-3c_df59154d,tutorial_completed,2020-06-28 07:30:22,5245
-3ca32882b02,tutorial_completed,2020-05-04 17:14:56,1534
-3da2d871-99,tutorial_completed,2020-06-06 09:36:38,2642
-3f-59d787dd,tutorial_completed,2020-04-01 17:01:55,1954
-3f0f60a495f,tutorial_completed,2020-06-08 19:14:30,4501
-3f49-49-6bf,tutorial_completed,2020-06-17 21:51:04,5781
-3fa29fb8a21,tutorial_completed,2020-05-01 07:23:18,4186
-3fa6f_c_ffc,tutorial_completed,2020-05-02 00:19:21,2108
-4-3840c3957,tutorial_completed,2020-05-10 22:29:57,1285
-4-536211650,tutorial_completed,2020-05-22 10:30:52,3634
-4-5bdd79f43,tutorial_completed,2020-05-05 11:52:37,2714
-4-ab_c7_f49,tutorial_completed,2020-05-28 11:01:34,1214
-4-c145b7b64,tutorial_completed,2020-05-16 20:43:10,3099
-403a-67-fb2,tutorial_completed,2020-06-13 06:25:08,1481
-406783_fa25,tutorial_completed,2020-04-06 09:49:55,4519
-40_717a1364,tutorial_completed,2020-05-31 02:15:10,1629
-40c7-1aafcb,tutorial_completed,2020-05-10 15:56:09,6175
-40d4-daabba,tutorial_completed,2020-04-15 08:11:50,1425
-4116baa2849,tutorial_completed,2020-05-29 17:10:45,1599
-412d-66-c_b,tutorial_completed,2020-05-19 01:06:50,3630
-41c80a9ff51,tutorial_completed,2020-04-10 11:43:02,3084
-41c_b-cd5-a,tutorial_completed,2020-06-22 22:43:16,5809
-41d-cb0ca90,tutorial_completed,2020-05-12 17:55:49,1903
-42041_87_87,tutorial_completed,2020-06-26 13:07:34,1371
-42181d3fa46,tutorial_completed,2020-04-19 09:41:40,2315
-42197_08fd8,tutorial_completed,2020-04-07 22:35:10,4829
-4260fd782c9,tutorial_completed,2020-04-09 03:26:01,2012
-4272c8_913b,tutorial_completed,2020-04-04 20:56:00,1824
-429a23b78f2,tutorial_completed,2020-05-06 04:35:25,1499
-42__-032698,tutorial_completed,2020-06-27 16:44:33,3782
-42__d-463c4,tutorial_completed,2020-04-29 08:40:26,1935
-42d2b_98-ca,tutorial_completed,2020-06-08 22:29:13,1224
-42f0a_16c60,tutorial_completed,2020-06-11 21:08:49,3526
-43434c8dbcb,tutorial_completed,2020-04-23 13:44:56,1823
-4360a-c41_4,tutorial_completed,2020-05-20 22:14:30,1187
-43854bbc_1-,tutorial_completed,2020-06-02 11:04:58,3054
-44-_-6c95ca,tutorial_completed,2020-06-27 23:04:52,7285
-440700_0cc1,tutorial_completed,2020-04-25 07:48:32,3073
-44132368a53,tutorial_completed,2020-05-15 17:06:15,1855
-441900f275-,tutorial_completed,2020-05-06 07:48:00,1577
-44241cfd47a,tutorial_completed,2020-06-14 18:14:56,7072
-446d6c32_87,tutorial_completed,2020-04-13 09:28:28,2606
-4493_a_c1-6,tutorial_completed,2020-04-25 15:02:38,3377
-44ad52_d-51,tutorial_completed,2020-04-06 02:27:38,2506
-4511-4f01-4,tutorial_completed,2020-06-17 15:11:33,2022
-454f41fb148,tutorial_completed,2020-06-09 11:12:14,1605
-4597-8da33d,tutorial_completed,2020-05-24 19:10:20,5239
-45_873101b2,tutorial_completed,2020-05-05 11:36:20,5110
-464-8741_57,tutorial_completed,2020-04-18 12:02:27,2268
-46619129d41,tutorial_completed,2020-06-17 17:16:22,1921
-468415091_4,tutorial_completed,2020-05-30 00:47:22,783
-46867-ddf88,tutorial_completed,2020-05-11 19:31:37,1431
-47-5d6130b-,tutorial_completed,2020-05-12 14:00:55,5169
-474_54_57df,tutorial_completed,2020-06-01 18:00:17,1313
-475_442f614,tutorial_completed,2020-05-07 08:01:09,5189
-47__f0f-94a,tutorial_completed,2020-06-28 04:56:10,4822
-480aa8ac584,tutorial_completed,2020-05-18 16:35:47,1688
-484-22755-b,tutorial_completed,2020-04-03 06:53:56,1134
-484cd43c8cd,tutorial_completed,2020-05-01 09:58:42,1802
-484d0cb4_4_,tutorial_completed,2020-06-23 07:09:45,6480
-495b3272aa2,tutorial_completed,2020-06-11 04:50:20,2280
-495d26385c8,tutorial_completed,2020-05-28 06:55:41,1850
-49a1d2c49f_,tutorial_completed,2020-06-25 07:02:34,2117
-49d9869-cd5,tutorial_completed,2020-06-07 09:16:16,1357
-49f-f-c5bf1,tutorial_completed,2020-04-09 03:31:55,4167
-4_-9a2377f3,tutorial_completed,2020-05-20 21:03:07,4365
